,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
200001,  -5.21,  19.49,   1.99, -10.64,  -8.60,  -8.98,   3.56, -14.75,  -2.77,  -9.50,   0.39,  -0.36,  -9.64,   5.75, -13.00,  -4.42,  -6.78
200002,  -9.32,  -3.48,  -4.98, -11.52,  -4.14,  -7.43, -10.13,  -0.84,   6.84, -11.61,  19.24,  -7.86,  -6.14,  -7.26,  -6.11,  -8.49,   5.12
200003,   4.94,  -3.44,  13.40,  21.16,   2.65,  12.49,   1.07,  11.91,   3.49,  13.38,   8.25,  10.20,  11.48,   5.77,  15.09,  16.69,   2.96
200004,   0.19, -11.24,  -1.55,   4.61,   1.46,  -4.38,   8.85,  -6.59,  -0.84,   2.17,  -3.64,  10.33,   4.89,   7.60,  -3.28,  -4.25, -11.10
200005,  13.46,  -7.49,  10.34,  -4.72,  -1.14,   0.51,   6.63, -10.00,  -4.92,  -2.42,  -9.23, -14.21,  -2.09,   3.90,  -1.70,   5.06,  -7.95
200006,   4.05,   6.03,  -6.64,  -7.29,  -1.81,  -6.43,   8.44,  -0.15,  15.33,  -6.39,  10.85, -11.55,  -5.97,  -4.76,  -2.62,  -4.01,   7.43
200007,   1.81,  -4.72,  -1.39,   5.76,  -3.84,   0.30,  -6.87,  -0.42,  -6.00,   4.05,  -1.81,   5.51,   6.91,   4.43,  -3.48,   8.90,  -5.95
200008,  -5.66,   6.16,   9.69,   1.57,   4.82,   1.95,   1.10,  -0.81,  24.57,   8.85,  14.01,   4.82,   1.69,  11.72,  -4.93,  10.20,   7.24
200009,   5.20,  -6.52,   4.66,  -0.16, -12.68,  -4.71,   5.35,   3.62, -12.11,  -5.94, -18.12,  -4.45,   2.74,   9.63,   1.53,   2.29,  -6.56
200010,   7.39,  -3.66,  -3.64,   3.08,   0.91,   4.47,   6.90,  -7.03, -12.04,   3.66,  -5.17,   2.67,  10.35,  -2.24,   1.66,  -0.32,  -4.91
200011,   4.45,   4.31,  -4.51,   3.29,  -4.48,  -0.79,   2.87,  -5.29, -15.66,  -7.39, -23.33, -12.62,  -0.05,   3.10,   1.41,  -5.28, -14.64
200012,   2.14,   9.47,   9.45,  14.49,   5.18,  12.22,   3.75,  13.88,   1.87,   9.19,  -6.47,   0.75,   1.24,   6.58,   2.38,  10.11,  -2.19
200101,  -4.56,   1.62,  -3.62,   4.59,  10.01,  -4.42,  -8.90,   3.00,   5.92,   1.77,  13.21,  13.28,   0.84, -10.77,   8.72,  -0.49,   9.74
200102,  -1.59,   4.84,  -1.23, -10.62,   0.92,  -1.38,   0.32,  -4.44, -23.39,  -0.03, -28.32,  -1.03,  -2.11,   6.24,  -5.11,  -5.30, -10.69
200103,  -5.61,   0.50,  -1.26,  -1.56,  -3.29,  -4.73,  -6.79,   0.53,  -8.41,  -2.23, -12.60,  -2.38,  -4.72,   1.64,  -3.12,  -3.04,  -9.84
200104,  -1.49,   8.04,  10.22,   6.71,   3.81,   6.82,   3.36,   5.02,  13.33,   6.48,  17.05,   8.56,   6.71,   5.46,   4.22,   3.97,  10.94
200105,   3.62,   5.26,  -1.00,   3.64,   6.43,   2.37,   2.91,   3.91,   0.24,   5.64,  -4.89,  -3.77,   3.86,   0.01,   1.01,   3.84,   1.13
200106,  -2.58,  -5.93,  -7.67,  -1.80,   0.27,  -2.56,  -4.19,  -1.81,  -7.02,  -0.57,  -1.41,   4.76,  -7.41,  -6.22,  -2.77,   0.70,   0.55
200107,   2.41,  -7.41,  -2.73,   1.49,  -1.92,  -3.85,   3.21,   4.20,  -2.16,  -1.56,  -4.14,   5.35,   1.59,  -3.66,   4.88,  -0.71,  -5.44
200108,   4.14,   3.35,  -4.65,  -3.34,   0.43,  -1.09,  -2.71,  -3.80,  -6.13,  -0.83,  -9.95, -13.01,  -4.52,   0.42,  -7.76,  -5.69,  -8.41
200109,  -1.28,  -5.27,  -6.30, -16.93, -16.72,  -9.22,   1.16, -14.78, -21.99, -16.44, -24.34, -15.17, -17.23,  -6.39,  -8.95,  -5.92,  -9.44
200110,   1.03,   1.26,   2.56,   7.35,   6.27,   3.17,   0.59,   3.62,   2.42,   7.05,  18.48,   0.11,   4.25,   1.41,   3.72,  -1.38,   1.91
200111,   0.58,   0.18,  -5.85,   9.37,   6.45,  10.73,   3.40,  16.28,  15.74,   8.89,  19.30,  16.95,   9.05,  -1.63,  10.24,   7.17,   9.44
200112,   2.33,   4.77,   6.16,   7.69,   3.93,  -0.73,  -2.98,   7.90,  -2.61,   6.77,  -1.96,  -2.24,   2.83,   3.85,   4.23,   2.88,   2.34
200201,   0.76,  -0.13,  -2.92,   5.23,   2.10,  -1.11,  -0.37,  -0.56,  -0.21,   0.08,   4.37,   2.42,   6.62,  -4.07,   3.57,  -1.33,  -5.76
200202,   3.79,   3.13,   5.22,  -0.19,   4.79,   4.29,   1.14,   1.51,  -0.01,   7.42, -13.27,   2.31,   4.56,  -0.25,   0.51,  -1.12,  -4.25
200203,   3.56,   9.27,   7.77,   4.59,   5.43,   5.16,  -0.08,  -1.06,   6.02,   9.46,   9.86,   7.61,   3.17,  10.04,   2.44,   6.50,   2.85
200204,   3.15,  -0.31,  -4.38,   2.24,   2.42,  -5.38,  -6.54,  -0.44,  -7.04,   3.71,  -7.20,   1.26,  -3.05,  -0.56,  -1.67,  -1.34, -10.67
200205,   1.16,   6.64,  -0.63,  -1.45,  -0.73,   1.24,  -1.21,  -3.72,   0.28,  -2.77,  -3.28,   1.57,   0.04,  -6.47,  -0.38,  -0.21,  -1.33
200206,  -2.29,  -7.87,  -0.39,  -1.95,  -5.28,  -1.46,  -9.69,  -5.53,  -5.28,  -2.51, -16.09,  -8.11,   0.55,  -5.36,  -4.22,  -4.70,  -9.10
200207,  -8.38, -14.78, -11.77, -11.35, -10.15,  -9.52,  -1.75, -13.22, -20.34, -13.66,  -9.37, -12.14,  -6.43, -12.30, -11.15,  -7.35,  -7.65
200208,   1.15,   6.83,   0.48,  -2.14,   3.69,   1.80,   2.58,   2.64,  -4.95,   3.13,  -3.43,  -0.36,  -4.43,   3.38,   0.66,   2.02,   0.26
200209,  -5.08,  -7.92,  -8.11,  -5.75, -11.21, -10.54,  -7.69, -12.09, -18.49,  -7.97, -16.52, -10.15,  -5.86, -10.86,  -9.40, -10.85, -10.53
200210,   5.19,  -5.82,   3.26,   8.41,   3.68,   5.53,   6.92,   5.03,   6.66,   2.61,  14.46,  -4.61,   0.27,  -0.68,   5.60,   7.58,  12.10
200211,  -1.61,   5.72,   3.09,   5.34,   9.59,   9.71,   1.95,  -0.73,  18.28,   5.66,  19.32,  11.01,   4.07,   1.62,   4.33,   3.52,   8.84
200212,  -0.58,   9.62,   0.67,  -4.73,  -4.74,  -4.58,  -3.04,  -4.79, -10.40,  -2.90, -14.63,  -8.45,  -0.87,   3.85,  -7.72,  -4.49,  -7.68
200301,  -5.72,  -4.09,  -2.29,  -3.83,  -4.88,  -5.97,  -1.27,  -6.87,  -5.06,  -6.81,  -2.40,  -3.65,  -5.23,  -3.17,  -4.22,  -1.34,  -2.51
200302,  -3.88,  -3.37,   1.87,  -2.50,  -1.13,  -4.09,  -2.65,   5.09,   2.28,  -1.16,   4.00,  -5.30,  -5.78,  -3.92,  -2.59,  -3.05,  -2.19
200303,  -0.23,  -4.13,   1.21,   5.65,   0.64,   3.94,   2.99,   2.60,  -3.26,  -0.63,  -2.70,  -2.01,   0.62,   4.35,   5.92,   0.01,   0.85
200304,   4.33,   5.87,  -0.59,   7.62,   6.88,   9.97,   3.85,   9.93,  10.36,   8.10,  11.47,  16.94,   9.66,   7.44,   8.95,  11.24,   8.79
200305,   6.93,  14.75,   8.77,   4.22,   4.21,   0.97,   4.06,  10.25,  13.01,   2.43,  12.07,   2.34,   5.43,  10.11,   1.98,   5.69,   5.74
200306,   0.65,   4.36,  -1.23,  -0.86,  -1.55,  -1.52,   5.00,   0.67,   2.21,   0.75,  -0.02,   1.16,   2.53,   0.66,   3.57,   0.58,   1.45
200307,  -1.42,   6.49,  -2.60,   4.07,   2.88,   7.84,  -3.28,  -0.18,   6.90,   6.51,   9.17,   7.17,   2.67,  -5.25,   4.39,   4.52,   2.06
200308,  -0.02,   8.07,   6.27,   5.66,   4.62,   1.88,  -2.45,   6.05,   4.65,   4.26,   7.95,   7.92,   3.27,   1.91,   7.35,  -0.75,   2.83
200309,   0.70,   0.32,  -2.31,  -1.07,  -5.51,  -6.12,   2.16,  -1.12,  -3.31,  -2.96,  -4.06,  -4.23,  -3.39,   3.90,  -5.67,   0.66,  -1.35
200310,   4.22,  13.74,   1.45,  10.54,   8.02,   6.58,   1.46,  12.79,  19.24,  11.39,  13.14,   7.01,   9.94,   1.58,   8.89,   7.08,   3.98
200311,   3.00,   9.90,   0.60,   3.01,   0.54,   2.96,   1.86,   1.94,   3.54,   4.75,   3.65,   2.79,  -0.51,   0.94,  -0.07,   0.70,   1.06
200312,   3.36,   7.79,  13.45,   0.94,   2.17,   9.67,   5.51,   0.36,  10.86,   7.08,   0.51,  11.74,   5.17,   5.81,  -3.00,   4.26,   5.78
200401,  -0.18,  -8.98,   0.55,  -1.08,   3.66,  -1.44,   1.70,  -1.75,  -0.16,  -1.36,   2.77,  -2.14,  -1.87,   1.92,   0.22,   3.31,   3.49
200402,   4.82,   4.82,   4.67,   6.26,   2.38,   2.85,   2.18,   5.18,   6.45,   4.12,  -2.88,   0.22,  -0.42,   2.06,   7.69,   2.79,  -1.02
200403,   0.58,   3.55,  -0.24,   2.71,  -2.86,  -1.79,  -3.55,   2.88,  -4.46,   3.90,  -1.77,  -1.54,  -2.11,   1.17,  -0.38,  -0.65,  -1.76
200404,   1.97, -14.29,   2.49,  -2.28,  -3.99,  -0.65,   4.13,  -4.79,  -8.77,  -2.52,  -7.18,   3.96,   1.32,  -3.51,  -2.88,  -4.52,  -0.55
200405,  -0.76,   6.34,   0.35,  -0.47,   1.01,   0.66,  -1.14,   2.27,   5.78,   0.53,   5.69,  -1.65,   1.80,   1.28,   0.12,   1.83,   0.91
200406,   1.49,   5.42,   5.39,   4.45,   3.05,   5.62,  -0.48,   0.03,   9.40,   5.46,   2.19,   4.28,   7.15,   2.01,  -0.35,   0.59,   2.86
200407,  -6.57,   1.31,   3.35,  -4.92,  -6.46,  -3.07,  -6.24,  -4.28,  -0.20,  -4.20,  -9.29,  -5.08,  -2.26,   1.05,  -2.28,  -2.31,  -4.42
200408,   0.40,   4.21,  -1.21,   0.49,   1.30,   3.03,   2.78,   5.35,  -0.27,  -0.50,  -5.87,  -2.78,  -0.29,   3.67,  -1.92,   3.11,  -0.77
200409,  -2.96,   7.35,   8.89,   2.85,   4.24,   4.50,  -4.06,   5.96,   7.80,   4.40,   2.46,   0.99,   2.39,   1.42,   2.27,   0.21,   3.06
200410,   3.12,  -2.31,   0.67,   4.80,  -0.86,   0.37,  -2.20,   2.24,  -3.55,   5.32,   4.28,  -2.85,   2.73,   4.23,   3.00,   0.57,   2.17
200411,   2.37,   8.51,   6.32,   4.29,   8.59,   8.88,   1.76,   4.25,  12.82,   9.84,   5.88,   6.52,   6.62,   4.92,   3.11,   4.70,   4.92
200412,   5.04,  -2.75,  -2.06,   5.64,   3.98,   2.79,   5.83,   5.25,  -1.73,   1.67,   3.35,   5.02,   1.99,   2.41,   3.00,   4.24,   4.06
200501,  -0.55,  -1.27,   2.98,  -2.69,  -4.07,  -1.36,  -3.85,   1.21,  -0.40,  -2.82,  -4.74,  -7.06,  -4.86,   1.76,  -0.47,  -2.13,  -4.09
200502,  -0.27,  11.99,  19.14,   1.89,   0.03,   8.65,   3.53,   1.97,   9.70,   0.97,   2.93,   1.33,   3.32,   2.32,   0.45,  -0.23,  -0.72
200503,  -0.96,  -5.92,  -3.26,  -1.74,  -3.02,  -2.05,   0.78,  -3.77,  -7.45,  -3.96,  -2.62,  -8.20,   0.09,   0.63,   1.21,  -3.22,  -1.18
200504,   0.38,  -8.69,  -5.79,  -7.34,  -9.16,  -7.41,   3.33,  -4.65,  -9.76,  -0.98,  -4.88, -10.63,  -3.62,   2.10,  -5.59,  -0.93,  -2.56
200505,   2.30,   4.15,   2.04,   6.59,   4.98,   0.23,   1.21,   7.90,   0.22,   3.27,   8.75,   9.20,   5.05,   1.70,   6.17,   3.36,   3.18
200506,  -2.51,   5.17,   5.83,   5.53,   1.19,  -0.73,  -1.09,   2.29,  -2.95,   0.57,  -0.75,   2.54,  -1.91,   5.57,   2.72,   2.46,  -1.15
200507,   1.58,  10.07,   5.80,   2.99,   1.07,   4.77,   1.62,  10.27,  13.16,   5.84,   6.57,   7.56,   5.04,   2.99,   4.94,   1.74,   4.82
200508,  -0.90,   4.92,   5.67,  -3.43,  -2.42,  -6.29,   0.22,  -3.24,  -0.77,  -1.67,  -1.34,  -4.47,  -2.01,   1.16,  -6.48,  -1.44,  -0.60
200509,   0.34,  12.17,   7.00,  -2.38,  -3.83,  -1.65,  -0.33,   0.39,   3.06,  -3.35,   0.46,  -5.83,   2.10,   4.39,  -1.60,   1.16,  -0.40
200510,  -1.49,  -7.22, -10.00,  -2.64,  -3.29,   2.46,  -2.87,  -4.09,  -4.35,  -3.17,  -4.33,  -4.59,  -0.20,  -6.85,   2.31,   2.52,  -1.19
200511,   0.76,   5.30,   1.39,   5.71,   6.69,   3.42,   0.17,   5.39,  12.82,   6.46,   6.99,   1.02,   6.11,  -0.19,   3.76,   4.49,   4.83
200512,  -1.29,   5.60,   0.70,   0.30,   0.59,   0.91,   3.74,  -1.30,   3.68,  -1.07,  -0.55,  -1.38,   1.86,   1.23,  -0.86,   0.28,  -1.29
200601,   0.62,  17.57,  12.64,   0.44,   4.50,   3.00,   1.99,   5.68,  14.94,   5.54,   5.12,   4.77,   3.61,   3.05,   1.52,   1.28,   2.11
200602,   1.57,  -8.34,  -8.23,   1.46,   2.40,   0.07,   1.33,  -0.43,  -2.95,   3.35,   0.82,  -1.79,   2.82,   0.23,   0.83,   1.59,  -0.05
200603,   1.76,   7.13,   4.18,   1.61,   4.41,   1.11,  -0.53,   1.10,  12.16,   3.08,   2.65,   1.75,   4.32,  -3.64,   2.67,   0.63,   2.60
200604,   1.20,  11.54,   4.21,  -0.61,  -2.46,   2.54,  -0.50,  -1.75,   7.68,  -1.61,   1.39,  -1.27,   2.11,   1.85,  -1.01,   2.78,  -0.39
200605,   3.59,  -8.18,  -3.40,  -3.28,  -3.76,  -2.19,  -1.93,  -6.55,  -4.59,  -4.98,  -6.13,   1.60,  -1.67,   1.52,  -1.44,  -3.60,  -3.25
200606,  -0.99,  -1.27,   2.87,   0.27,  -1.29,  -1.07,   1.16,  -3.99,   2.93,  -1.59,  -1.89,   1.21,   2.13,   2.41,   1.46,  -0.40,  -0.28
200607,   2.71,  -6.38,   5.28,  -2.88,  -2.72,  -4.49,   4.74,  -6.30,  -4.16,  -3.38,  -5.24,  -1.79,  -7.46,   4.87,  -4.73,   1.32,  -1.54
200608,   2.85,  -2.15,  -3.41,   3.73,   3.36,   3.74,   3.55,   0.11,  -2.47,   2.56,   6.85,   2.72,  -0.45,   2.35,   2.82,   1.49,   3.24
200609,   0.59,  -9.46,  -3.25,   8.45,   4.58,   2.16,   0.83,   1.02,   0.01,   2.36,   2.57,   4.94,   3.80,  -2.15,   6.64,   3.66,   3.26
200610,   0.40,  10.62,   4.83,   7.43,   7.31,   6.09,   1.81,   4.80,  11.01,   7.34,   2.91,   4.77,   4.58,   5.36,   3.66,   2.10,   4.71
200611,   0.58,   7.13,   8.63,   4.44,   1.89,   3.24,   0.22,   4.40,   8.73,   3.04,   4.46,   1.63,   3.28,   3.03,  -2.49,   1.03,   1.66
200612,   1.97,  -5.74,  -1.85,   0.02,  -0.22,   1.13,   0.65,   1.28,  -2.71,  -0.17,  -1.13,   0.22,  -1.12,   0.70,   1.32,   3.81,   1.91
200701,   0.96,   5.53,  -1.38,   3.18,   1.71,   3.43,   3.12,   3.26,   9.71,   2.70,   1.81,   4.35,   3.88,   0.38,   3.26,   0.50,   2.45
200702,  -2.11,   5.31,  -2.27,   2.04,   1.14,   2.36,  -2.80,  -2.58,   2.72,  -0.98,  -0.67,   0.22,  -0.98,   4.25,  -0.19,  -2.50,  -2.52
200703,   2.71,   2.48,   6.10,   0.41,   0.07,   1.94,   0.75,  -4.02,   6.11,   2.16,   0.71,  -0.06,   0.11,   4.34,   1.28,  -0.38,   0.98
200704,   4.25,   7.85,   5.15,   2.15,   6.91,   1.85,   5.34,   2.34,   3.38,   4.82,   5.97,   5.55,   3.95,   3.92,   2.55,   3.67,   3.61
200705,   2.22,   7.52,   7.03,   5.20,   1.76,   4.89,   1.41,   7.04,  10.59,   6.07,   4.76,   2.42,   5.14,   1.20,   2.01,   2.94,   3.74
200706,  -0.58,  -1.75,   1.31,  -0.22,  -3.01,   2.25,  -3.61,  -3.66,  -3.46,   0.35,   1.96,   3.62,  -1.88,  -4.78,  -2.18,  -3.54,  -0.98
200707,  -2.88,   0.02,  -0.72,  -4.52,  -6.78,  -0.96,  -4.00,  -5.44,  -2.67,  -1.09,   0.24,  -6.56,   0.92,  -3.82,  -5.20,  -7.53,  -2.60
200708,   3.10,  -2.93,   0.32,  -2.94,  -2.09,   2.86,   3.12,   0.84,  -2.64,   2.16,   3.30,  -1.43,  -1.56,   1.93,   0.83,   1.49,   0.52
200709,   5.89,  12.33,   7.71,   1.61,  -1.84,   5.53,   2.87,  -6.51,   8.56,   0.96,   3.82,   2.96,   3.57,   3.57,   0.59,   1.94,   4.10
200710,   2.61,  12.20,   2.38,  -0.33,   0.08,   3.93,   2.02,   0.92,   2.52,   2.24,   2.62,   2.23,   0.77,   6.69,   1.17,  -1.30,   3.11
200711,   1.02,  -6.82,  -4.23,  -7.45,  -6.96,  -4.69,   2.23,  -9.23,  -5.93,  -3.93,  -6.06, -10.70,  -3.65,  -0.69,  -2.26,  -6.15,  -6.25
200712,   0.27,   2.94,   7.48,  -6.92,  -3.86,   4.52,  -3.61,  -2.08,   1.12,  -3.22,   1.14,  -1.41,  -1.75,   0.89,  -2.87,  -4.01,  -0.48
200801,  -7.33,  -4.25,  -9.54,  -0.17,  -4.23,  -5.77,  -5.10,   4.31, -10.97,  -6.95, -13.52,  -5.16,  -1.40,  -6.92,  -1.04,  -1.23,  -7.19
200802,   1.96,   9.05,   7.09,  -3.97,  -6.04,   4.98,  -0.90,  -8.07,   6.73,  -1.55,  -0.35,  -6.40,  -3.33,  -3.01,  -4.63, -10.73,  -4.25
200803,   2.23,  -6.99,  -2.65,   3.31,   0.06,  -1.40,  -0.73,   0.50,  -0.46,   2.91,   0.84,  -2.55,  -0.11,   0.88,   2.68,  -3.78,   0.41
200804,   0.48,  11.82,  10.41,   2.86,  -0.44,   9.77,  -2.81,   5.40,   7.37,   7.87,   6.95,  11.60,   7.02,   6.33,   5.99,   5.67,   2.79
200805,   1.79,  11.40,   3.74,   3.14,   1.81,   3.26,   2.80,   1.44,   8.51,   4.80,   6.08,  -0.43,   2.15,   3.57,   0.56,  -4.12,   2.89
200806,  -6.75,   8.27,   2.21, -12.72, -11.07,  -4.03,  -4.72, -11.61,  -7.28, -10.47,  -9.31, -18.19, -12.59,  -0.58,  -7.41, -17.38,  -9.29
200807,   2.89, -17.26, -15.36,  -4.27,   9.02,  -1.42,   4.98,  -0.39, -11.47,  -3.81,  -1.99,  -1.91,   3.60,  -7.23,   0.87,   6.66,   1.08
200808,   0.51,  -6.14,   0.09,   9.33,   4.27,  -3.40,   3.28,   8.24,  -6.83,   2.84,   2.40,   1.20,   3.13,  -0.50,   4.73,  -0.09,   2.23
200809,  -1.06, -30.21, -11.36,  -0.88,  -5.22, -19.53,  -4.37,  -9.57, -31.03, -13.71, -16.89,  -9.58, -11.09, -12.11,  -4.98,  -4.21,  -9.71
200810, -12.97, -32.74, -16.86, -22.14, -25.77, -21.93,  -9.40, -18.62, -32.91, -23.03, -21.28, -28.43, -14.27, -11.07, -14.59, -20.04, -17.78
200811,  -3.49,  -8.22,   0.36, -14.62, -11.25, -17.77,  -4.76,  -4.57, -12.14,  -4.34, -10.53,  -7.79, -10.14,   1.08,  -7.46, -13.88,  -8.99
200812,  -0.13,   9.07,  -3.13,   3.64,   1.37,  -2.52,   3.72,   3.87,  15.97,   7.51,   1.90,   2.51,   2.34,  -2.08,   4.67,   1.65,   2.93
200901,  -3.30,  -6.02,  -3.19, -12.72, -16.18,  -5.65,  -4.52, -12.40, -16.85,  -9.78,  -4.93,  -9.90, -10.62,  -0.81,  -8.43, -20.93,  -6.23
200902,  -6.78,  -0.58, -12.06, -10.09, -17.92,  -8.16,  -9.15, -10.89, -19.29,  -8.45,  -8.45,  -3.43, -15.24, -12.65,  -1.82, -14.56,  -8.46
200903,   5.31,  11.77,   3.79,  16.33,   9.89,  16.44,   6.23,  14.80,  12.28,   5.01,  12.70,  11.32,   7.55,   2.79,  10.32,  14.24,   8.22
200904,   2.64,   7.36,   4.96,  23.27,  29.24,  20.11,  -0.26,  17.04,  26.25,  18.82,  16.17,  31.74,  15.48,   2.13,   8.20,  17.08,  11.31
200905,   6.73,  21.08,  10.26,   2.44,   2.16,   8.03,   7.56,  -4.97,   9.56,  -1.31,   2.07,  -5.94,   5.33,   4.66,  -0.34,   9.66,   3.42
200906,   0.69,  -8.96,  -4.68,  -3.78,   1.39,  -7.22,   1.72,  -0.02,   3.41,   2.63,   3.17,   4.77,  -1.53,   4.66,  -1.00,  -1.70,   2.49
200907,   6.13,  12.97,   4.99,  13.55,  17.06,  16.67,   6.65,  13.94,   3.19,   5.37,  12.56,  15.52,   7.22,   4.35,   5.81,   8.36,   6.66
200908,   0.31,   3.09,   0.67,   3.00,   7.29,   1.66,   1.38,   4.08,   3.51,   3.62,   2.35,  -0.33,   5.94,   0.21,   4.13,  10.21,   2.45
200909,   3.82,  11.45,   4.87,  11.85,   6.48,   7.07,   3.68,  -1.40,   6.61,   6.46,   6.19,  -0.52,   4.88,   2.33,   2.54,   1.27,   5.31
200910,  -0.42,   0.70,   2.34,  -2.88,  -2.65,  -4.02,  -0.49,  -7.11, -12.18,  -2.66,  -3.16,  -1.50,  -5.16,  -2.74,   1.50,  -4.42,  -3.23
200911,   4.51,  13.77,   2.93,   2.02,   4.31,   9.83,   7.70,   4.86,   7.28,   1.58,   4.89,  10.57,  10.25,   4.51,   4.69,   4.27,   6.18
200912,   1.48,  -1.36,  -0.80,   5.03,   4.82,   2.69,   0.96,   5.74,  14.99,   5.15,   6.17,   5.40,   3.73,   5.86,   0.58,   0.94,   4.61
201001,  -2.06, -12.88,  -4.66,  -3.48,  -3.51,  -4.43,  -0.44,  -2.76, -11.92,  -2.98,  -7.30,  -0.15,  -2.13,  -4.50,  -1.30,  -1.18,  -4.81
201002,   1.86,  12.37,   2.12,   6.71,   9.85,   5.79,   1.39,   5.81,   4.20,   7.32,   7.23,   6.52,   5.91,  -0.43,   3.70,   2.71,   2.49
201003,   5.06,   7.24,   3.14,  11.15,   5.59,   7.51,   3.27,   5.36,  12.04,   5.30,   7.74,   8.88,   9.03,   3.10,   6.47,   8.14,   6.50
201004,  -1.28,  -0.84,   3.83,   4.75,   6.85,   2.49,  -1.96,  10.92,  -2.63,   3.44,   4.78,   6.76,   3.19,   2.86,   1.36,   0.95,   1.75
201005,  -4.81,  -7.96, -10.60,  -5.97,  -5.50, -10.56,  -6.27,  -8.00,  -7.01,  -8.99,  -8.05,  -6.88,  -7.64,  -6.31,  -5.71,  -9.12,  -7.91
201006,  -1.90,  -7.07,  -6.28,  -9.67,  -8.81,  -7.96,  -0.10, -13.95, -13.18,  -6.37,  -5.94,  -7.68,  -7.29,  -0.72,  -9.17,  -7.31,  -5.77
201007,   6.68,   9.56,   7.44,   8.23,   4.10,  14.78,   3.47,   4.62,   8.28,  10.40,   7.57,  16.36,   9.80,   6.79,   4.93,   6.62,   7.91
201008,  -0.68,  -0.30,  -3.30,  -7.28,  -3.82,  -0.08,  -0.43,  -4.49,  -8.74,  -3.23,  -9.07,  -8.60,  -6.34,   0.41,  -3.36,  -8.38,  -4.67
201009,   3.16,  11.74,   9.45,  17.21,  11.65,  10.00,   7.07,  10.56,  12.10,  10.84,  13.95,  12.54,   9.93,   3.64,  12.37,   7.46,  10.80
201010,   4.03,   8.12,   4.35,   3.32,   1.61,   8.79,   2.98,  -1.13,   4.64,   7.57,   5.01,   9.45,   5.48,   1.86,   2.43,   1.97,   5.03
201011,  -0.15,   5.70,   5.27,   8.53,   5.31,   0.68,  -4.03,   2.46,   2.98,   3.30,   2.14,   7.60,   0.84,  -1.31,   5.04,  -0.34,  -1.20
201012,   4.56,  14.10,   9.21,   1.28,   6.74,   7.24,   4.44,  13.44,  13.32,   6.09,   6.13,   7.32,   3.87,   3.22,   1.65,  10.51,   7.22
201101,  -1.95,  -5.09,   7.20,  -3.35,  -1.95,   1.73,  -1.89,   3.69,   3.98,   2.46,   5.02,  -0.39,   2.52,   2.23,  -1.81,   2.24,   2.27
201102,   2.96,   0.84,   8.01,   8.76,   3.94,   5.06,   3.85,   2.26,   3.98,   2.71,   2.63,  -2.44,   1.86,   2.43,   1.60,   2.65,   4.02
201103,   2.26,   2.62,   1.50,  -3.82,   5.30,   1.69,   1.98,   1.76,   0.75,   3.01,  -1.09,   2.16,   2.72,   0.91,   0.90,  -1.49,   0.62
201104,   4.07,  -1.26,   1.47,   7.78,   5.03,   5.14,   6.47,  -0.22,   0.58,   2.08,   2.69,   1.75,   2.91,   3.99,   5.17,   0.65,   3.28
201105,   1.76,  -5.79,  -4.53,   0.50,   0.63,  -3.76,   3.14,  -3.23,  -5.35,  -0.24,  -2.87,  -2.66,  -0.88,   1.30,   1.48,  -2.50,  -0.79
201106,  -0.01,  -3.17,  -2.34,   3.74,   0.83,  -0.27,  -2.68,  -2.50,  -1.89,  -0.89,  -2.84,  -0.92,   0.07,  -0.34,  -1.00,  -2.18,  -1.38
201107,  -1.70,   0.31,   0.52,   1.72,  -6.14,  -1.42,  -2.05,  -5.68,  -6.22,  -5.76,  -2.38,  -8.64,  -5.58,  -0.35,   0.64,  -3.90,  -2.74
201108,  -0.29,  -6.53,  -9.84,  -5.60,  -7.18,  -8.17,   0.31,  -7.10, -13.20,  -6.35,  -7.87,  -9.17,  -6.86,   0.14,  -2.59,  -9.13,  -5.91
201109,  -4.38, -24.38, -12.01,  -5.63, -13.21, -17.39,  -3.23,  -9.76, -20.49, -11.96,  -7.72, -11.65,  -7.36,  -1.63,  -3.21, -11.02,  -5.98
201110,   4.07,  21.92,  16.30,  16.37,  16.58,  18.37,   4.85,  15.55,  18.15,  17.66,  14.65,  20.86,  13.16,   6.68,   8.80,  13.43,  10.32
201111,   0.62,   0.04,   1.85,  -3.68,  -3.27,  -1.52,   2.73,   6.11,  -1.46,   3.76,  -1.18,  -7.05,   1.76,   0.99,   0.25,  -2.91,  -0.64
201112,   2.13,  -8.29,  -0.24,  -2.06,  -2.58,   0.09,   3.80,   3.08,  -5.18,  -3.93,  -1.51,  -0.85,   0.90,   2.95,   0.45,   1.76,   0.29
201201,   0.60,  12.02,   1.42,   9.69,  10.22,  11.44,  -1.07,   7.60,  12.40,   6.35,  11.53,  12.54,   5.75,  -2.71,   3.24,   7.15,   5.12
201202,   0.96,  -4.29,   6.73,   6.45,  10.29,   1.95,   3.54,   5.69,  -2.69,   5.46,   6.72,   5.12,   1.75,   1.25,   2.90,   6.50,   3.88
201203,   3.74,  -7.09,  -3.12,   1.82,   4.54,   2.24,   3.87,   5.51,   0.67,   2.05,   3.57,   0.77,   0.63,   1.44,   4.69,   6.88,   3.44
